transaction_number,maker,checker,status,type,capture_date,sla,team,score
895290,Name 12,Name 13,True,Single Deal,2026-04-04,2,Team B,99
196799,Name 5,Name 2,True,Master Deal,2026-04-05,2,Team A,99
387552,Name 4,Name 2,True,Single Deal,2026-04-05,3,Team A,100
357309,Name 8,Name 1,True,Single Deal,2026-04-06,1,Team A,99
266786,Name 14,Name 11,True,Master Deal,2026-04-06,3,Team B,99
977500,Name 2,Name 7,True,Single Deal,2026-04-06,1,Team A,99
735420,Name 7,Name 9,True,Single Deal,2026-04-06,2,Team A,100
193819,Name 13,Name 12,True,Single Deal,2026-04-06,1,Team B,100
479046,Name 3,Name 4,True,Single Deal,2026-04-06,1,Team A,100
197744,Name 3,Name 2,True,Single Deal,2026-04-06,4,Team A,100
490931,Name 13,Name 14,True,Single Deal,2026-04-06,4,Team B,99
735448,Name 5,Name 3,True,Single Deal,2026-04-07,1,Team A,100
109171,Name 2,Name 7,True,Master Deal,2026-04-07,2,Team A,98
596159,Name 12,Name 14,True,Single Deal,2026-04-07,4,Team B,98
778264,Name 10,Name 11,True,Master Deal,2026-04-07,2,Team B,99
820480,Name 5,Name 2,True,Single Deal,2026-04-08,1,Team A,100
473564,Name 1,Name 2,True,Single Deal,2026-04-08,1,Team A,98
835916,Name 7,Name 2,True,Master Deal,2026-04-08,2,Team A,100
975048,Name 4,Name 2,True,Master Deal,2026-04-09,2,Team A,100
975353,Name 11,Name 13,True,Single Deal,2026-04-09,1,Team B,100
859790,Name 4,Name 1,True,Single Deal,2026-04-09,3,Team A,100
230473,Name 1,Name 5,True,Single Deal,2026-04-09,4,Team A,100
785376,Name 13,Name 12,True,Master Deal,2026-04-10,1,Team B,100
617453,Name 6,Name 9,True,Single Deal,2026-04-10,1,Team A,98
635032,Name 14,Name 10,True,Master Deal,2026-04-11,3,Team B,100
100283,Name 3,Name 1,True,Single Deal,2026-04-11,2,Team A,98
553405,Name 14,Name 12,True,Master Deal,2026-04-12,2,Team B,99
190573,Name 10,Name 11,True,Single Deal,2026-04-12,4,Team B,100
465145,Name 4,Name 9,True,Single Deal,2026-04-12,1,Team A,100
606905,Name 11,Name 14,True,Single Deal,2026-04-12,3,Team B,100
718199,Name 12,Name 14,True,Single Deal,2026-04-13,2,Team B,100
977101,Name 9,Name 7,True,Single Deal,2026-04-13,1,Team A,97
438556,Name 9,Name 4,True,Single Deal,2026-04-13,2,Team A,100
276083,Name 4,Name 1,True,Single Deal,2026-04-14,2,Team A,100
984557,Name 14,Name 12,True,Single Deal,2026-04-14,1,Team B,98
629016,Name 6,Name 7,True,Single Deal,2026-04-14,3,Team A,98
912610,Name 5,Name 7,True,Single Deal,2026-04-14,1,Team A,100
847140,Name 3,Name 1,True,Single Deal,2026-04-14,2,Team A,99
772556,Name 2,Name 3,True,Single Deal,2026-04-14,1,Team A,99
853549,Name 5,Name 8,True,Single Deal,2026-04-15,2,Team A,100
780600,Name 4,Name 7,True,Single Deal,2026-04-15,2,Team A,98
547460,Name 10,Name 12,True,Single Deal,2026-04-15,2,Team B,99
872323,Name 6,Name 2,True,Single Deal,2026-04-15,5,Team A,100
645792,Name 5,Name 9,True,Single Deal,2026-04-15,1,Team A,99
116820,Name 1,Name 6,True,Single Deal,2026-04-15,2,Team A,100
610421,Name 3,Name 4,True,Single Deal,2026-04-16,5,Team A,100
378404,Name 4,Name 6,True,Single Deal,2026-04-16,3,Team A,99
169299,Name 13,Name 14,True,Single Deal,2026-04-16,1,Team B,100
743529,Name 4,Name 7,True,Single Deal,2026-04-16,5,Team A,98
776078,Name 13,Name 12,True,Single Deal,2026-04-17,2,Team B,100
268128,Name 12,Name 13,True,Master Deal,2026-04-17,2,Team B,100
960979,Name 1,Name 4,True,Master Deal,2026-04-17,2,Team A,100
496009,Name 11,Name 13,True,Single Deal,2026-04-17,2,Team B,100
913773,Name 3,Name 4,True,Single Deal,2026-04-17,2,Team A,100
133589,Name 11,Name 14,True,Single Deal,2026-04-19,2,Team B,99
897475,Name 11,Name 13,True,Single Deal,2026-04-19,1,Team B,100
603174,Name 4,Name 2,True,Single Deal,2026-04-19,3,Team A,100
570726,Name 8,Name 9,True,Single Deal,2026-04-20,1,Team A,100
804481,Name 5,Name 7,True,Master Deal,2026-04-20,2,Team A,100
868344,Name 5,Name 7,True,Master Deal,2026-04-20,5,Team A,100
180552,Name 4,Name 2,True,Single Deal,2026-04-20,1,Team A,100
831229,Name 9,Name 2,True,Single Deal,2026-04-21,1,Team A,100
223384,Name 10,Name 12,True,Single Deal,2026-04-21,1,Team B,99
442788,Name 13,Name 11,True,Single Deal,2026-04-21,3,Team B,100
766206,Name 13,Name 12,True,Master Deal,2026-04-21,3,Team B,100
550898,Name 4,Name 6,True,Single Deal,2026-04-22,3,Team A,100
748347,Name 6,Name 5,True,Single Deal,2026-04-22,1,Team A,100
825406,Name 8,Name 6,True,Single Deal,2026-04-22,2,Team A,99
335637,Name 10,Name 13,True,Single Deal,2026-04-23,1,Team B,98
994966,Name 4,Name 5,True,Single Deal,2026-04-23,2,Team A,100
203858,Name 9,Name 2,True,Single Deal,2026-04-23,4,Team A,100
136211,Name 3,Name 2,True,Single Deal,2026-04-24,1,Team A,99
260137,Name 4,Name 1,True,Single Deal,2026-04-25,2,Team A,99
169778,Name 1,Name 2,True,Master Deal,2026-04-25,1,Team A,100
391359,Name 5,Name 4,True,Single Deal,2026-04-25,2,Team A,100
705073,Name 5,Name 4,True,Single Deal,2026-04-26,3,Team A,100
141294,Name 6,Name 5,True,Single Deal,2026-04-26,2,Team A,98
232372,Name 11,Name 13,True,Single Deal,2026-04-27,5,Team B,98
648532,Name 7,Name 3,True,Single Deal,2026-04-27,1,Team A,100
944848,Name 11,Name 10,True,Single Deal,2026-04-27,1,Team B,100
687399,Name 10,Name 11,True,Single Deal,2026-04-28,2,Team B,99
125035,Name 3,Name 8,True,Single Deal,2026-04-28,1,Team A,100
132081,Name 9,Name 4,True,Master Deal,2026-04-29,2,Team A,100
212471,Name 12,Name 10,True,Single Deal,2026-04-30,2,Team B,100
129009,Name 7,Name 5,True,Single Deal,2026-04-30,2,Team A,100
118287,Name 2,Name 4,True,Single Deal,2026-05-01,5,Team A,100
916102,Name 11,Name 13,True,Single Deal,2026-05-01,1,Team B,100
303602,Name 9,Name 4,True,Single Deal,2026-05-02,2,Team A,99
613462,Name 9,Name 8,True,Single Deal,2026-05-02,1,Team A,100
714110,Name 2,Name 7,True,Single Deal,2026-05-02,1,Team A,100
619420,Name 1,Name 8,True,Single Deal,2026-05-03,1,Team A,100
745543,Name 7,Name 2,True,Single Deal,2026-05-04,1,Team A,100
821211,Name 13,Name 14,True,Single Deal,2026-05-04,3,Team B,99
531530,Name 2,Name 8,True,Master Deal,2026-05-04,2,Team A,97
953986,Name 2,Name 6,True,Master Deal,2026-05-05,2,Team A,100
559693,Name 2,Name 8,True,Single Deal,2026-05-05,5,Team A,100
570138,Name 9,Name 2,True,Single Deal,2026-05-05,2,Team A,100
230167,Name 12,Name 11,True,Single Deal,2026-05-05,1,Team B,100
300284,Name 3,Name 7,True,Single Deal,2026-05-05,1,Team A,100
953939,Name 7,Name 1,True,Master Deal,2026-05-06,1,Team A,99
837394,Name 5,Name 3,True,Master Deal,2026-05-06,9,Team A,100
828326,Name 14,Name 13,True,Single Deal,2026-05-06,1,Team B,99
932143,Name 13,Name 11,True,Single Deal,2026-05-06,3,Team B,100
155032,Name 6,Name 5,True,Single Deal,2026-05-06,1,Team A,100
616137,Name 7,Name 5,True,Single Deal,2026-05-06,2,Team A,99
857886,Name 14,Name 10,True,Single Deal,2026-05-06,2,Team B,100
367090,Name 6,Name 2,True,Master Deal,2026-05-06,2,Team A,100
954817,Name 12,Name 13,True,Single Deal,2026-05-06,1,Team B,99
318573,Name 7,Name 3,True,Single Deal,2026-05-06,2,Team A,100
407393,Name 5,Name 9,True,Master Deal,2026-05-06,1,Team A,100
394475,Name 1,Name 4,True,Master Deal,2026-05-07,1,Team A,100
281973,Name 8,Name 9,True,Single Deal,2026-05-07,1,Team A,100
731046,Name 10,Name 12,True,Single Deal,2026-05-07,1,Team B,99
144224,Name 11,Name 14,True,Single Deal,2026-05-07,1,Team B,99
787973,Name 11,Name 10,True,Single Deal,2026-05-07,1,Team B,100
320846,Name 13,Name 14,True,Master Deal,2026-05-08,1,Team B,99
570284,Name 2,Name 5,True,Single Deal,2026-05-08,1,Team A,100
398304,Name 10,Name 13,True,Single Deal,2026-05-08,1,Team B,100
331707,Name 11,Name 12,True,Single Deal,2026-05-08,2,Team B,100
337798,Name 3,Name 6,True,Single Deal,2026-05-09,1,Team A,99
206204,Name 12,Name 10,True,Single Deal,2026-05-09,2,Team B,99
637459,Name 3,Name 6,True,Single Deal,2026-05-09,3,Team A,99
588323,Name 12,Name 14,True,Single Deal,2026-05-09,2,Team B,99
977594,Name 3,Name 6,True,Single Deal,2026-05-10,3,Team A,100
304876,Name 4,Name 7,True,Single Deal,2026-05-10,1,Team A,99
909985,Name 13,Name 11,True,Single Deal,2026-05-11,1,Team B,100
320774,Name 9,Name 1,True,Single Deal,2026-05-11,1,Team A,100
974805,Name 8,Name 9,True,Single Deal,2026-05-12,2,Team A,100
732929,Name 10,Name 12,True,Single Deal,2026-05-12,2,Team B,99
861512,Name 13,Name 10,True,Single Deal,2026-05-12,4,Team B,99
988272,Name 8,Name 7,True,Single Deal,2026-05-13,1,Team A,99
677392,Name 13,Name 14,True,Single Deal,2026-05-13,2,Team B,100
961331,Name 4,Name 9,True,Single Deal,2026-05-14,1,Team A,100
176983,Name 7,Name 8,True,Single Deal,2026-05-14,1,Team A,100
763431,Name 4,Name 6,True,Single Deal,2026-05-14,1,Team A,100
314607,Name 6,Name 4,True,Master Deal,2026-05-14,1,Team A,99
679470,Name 5,Name 7,True,Single Deal,2026-05-14,1,Team A,99
361140,Name 4,Name 5,True,Single Deal,2026-05-14,1,Team A,99
192710,Name 8,Name 7,True,Master Deal,2026-05-14,1,Team A,100
315727,Name 9,Name 2,True,Single Deal,2026-05-14,1,Team A,100
532686,Name 10,Name 11,True,Single Deal,2026-05-15,1,Team B,100
829022,Name 5,Name 7,True,Single Deal,2026-05-15,1,Team A,99
910463,Name 11,Name 12,True,Single Deal,2026-05-15,1,Team B,99
508187,Name 9,Name 6,True,Single Deal,2026-05-15,2,Team A,100
405619,Name 14,Name 13,True,Single Deal,2026-05-15,2,Team B,97
746307,Name 14,Name 13,True,Single Deal,2026-05-15,4,Team B,100
151288,Name 6,Name 1,True,Single Deal,2026-05-16,1,Team A,100
185714,Name 3,Name 8,True,Single Deal,2026-05-16,2,Team A,100
444094,Name 7,Name 4,True,Single Deal,2026-05-16,3,Team A,99
207220,Name 12,Name 14,True,Single Deal,2026-05-16,1,Team B,100
491078,Name 2,Name 8,True,Single Deal,2026-05-17,2,Team A,100
146266,Name 10,Name 12,False,Single Deal,2026-05-17,1,Team B,100
688869,Name 11,Name 14,True,Master Deal,2026-05-17,3,Team B,98
149591,Name 11,Name 13,False,Single Deal,2026-05-17,4,Team B,99
926271,Name 2,Name 7,False,Single Deal,2026-05-17,2,Team A,99
863281,Name 2,Name 9,False,Master Deal,2026-05-17,3,Team A,99
142393,Name 1,Name 4,True,Master Deal,2026-05-17,4,Team A,98
287664,Name 14,Name 12,False,Single Deal,2026-05-18,1,Team B,99
885813,Name 1,Name 6,False,Master Deal,2026-05-18,1,Team A,100
166514,Name 9,Name 4,True,Single Deal,2026-05-19,1,Team A,98
926369,Name 5,Name 9,False,Single Deal,2026-05-19,1,Team A,100
386728,Name 1,Name 5,True,Master Deal,2026-05-20,1,Team A,100
241504,Name 1,Name 4,True,Single Deal,2026-05-20,2,Team A,100
917163,Name 14,Name 10,True,Single Deal,2026-05-20,3,Team B,100
198572,Name 14,Name 10,False,Master Deal,2026-05-20,1,Team B,100
831466,Name 2,Name 7,True,Single Deal,2026-05-22,2,Team A,99
930763,Name 7,Name 6,False,Master Deal,2026-05-22,1,Team A,100
255365,Name 14,Name 13,True,Master Deal,2026-05-22,1,Team B,99
688072,Name 6,Name 5,False,Single Deal,2026-05-22,2,Team A,100
512935,Name 7,Name 1,True,Single Deal,2026-05-22,2,Team A,100
495019,Name 6,Name 9,False,Single Deal,2026-05-22,5,Team A,98
